,Period,Year,Month,Location,Gender,Marital-status,Age-group,Occupation,Income-Level," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,"Fresh-groceries (Fruits, vegetables)",Medicines-Natural-remedies,Alcohol-beverages,Skin-care (eg. Body lotion),Hair-care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime-Data-bundles
3762,20/10/2021,2021,10,N1,Male,Cohabiting,Gen X,Business owner ,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3763,20/10/2021,2021,10,N1,Male,Cohabiting,Millennials,Salaried employee,Low Income,More,More,More,More,More,More,More,More,More,More,More
3764,20/10/2021,2021,10,N22,Male,Married,Gen X,Salaried employee,Middle Income,More,More,More,More,Same,Less,Same,More,Not sure,More,More
3765,20/10/2021,2021,10,N22,Female,Married,Millennials,Salaried employee,Middle Income,Not sure,Same,Same,Same,Same,Not sure,More,Not sure,Not sure,Not sure,Not sure
3766,20/10/2021,2021,10,N1,Male,Cohabiting,Gen X,Business owner ,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3767,20/10/2021,2021,10,N1,Male,Cohabiting,Millennials,Business owner ,Low Income,More,More,More,More,More,More,More,More,More,More,More
3768,20/10/2021,2021,10,N47,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,More,Not sure,Less,Same,Same,Not sure,Less,Less,Same
3769,20/10/2021,2021,10,N2,Female,Married,Gen X,Business owner ,Middle Income,Less,Less,Less,Less,Less,Same,Same,Same,Same,Same,Same
3770,20/10/2021,2021,10,N41,Male,Married,Gen X,Salaried employee,Middle Income,Less,More,Same,Same,Not sure,Same,Same,Same,Less,Less,More
3771,20/10/2021,2021,10,N2,Female,Dating,Millennials,Salaried employee,Middle Income,Same,More,Same,Same,Same,Same,More,More,Same,More,More
3772,20/10/2021,2021,10,N41,Male,Married,Gen X,Student ,High Income,More,Same,Same,Same,Less,Less,Less,Less,Not sure,Not sure,Not sure
3773,20/10/2021,2021,10,N4,Female,Dating,Millennials,Salaried employee,Middle Income,Less,Same,More,More,More,More,Same,Same,Not sure,More,Less
3774,20/10/2021,2021,10,N16,Male,Married,Gen X,Salaried employee,Middle Income,Same,More,More,Less,Less,Same,Same,Same,Same,Same,More
3775,20/10/2021,2021,10,N37,Male,Dating,Millennials,Salaried employee,High Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3776,20/10/2021,2021,10,N37,Male,Single,Millennials,Salaried employee,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3777,20/10/2021,2021,10,N37,Female,Single,Millennials,Salaried employee,Middle Income,More,More,More,More,More,More,More,More,More,More,More
3778,20/10/2021,2021,10,N47,Male,Single,Gen X,Unemployed,Low Income,Same,Same,Same,Not sure,More,Less,Less,Less,Not sure,Not sure,Same
3779,20/10/2021,2021,10,N37,Male,Single,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,More,More,More,More,Same,Same,Same
3780,20/10/2021,2021,10,N37,Female,Dating,Millennials,Salaried employee,Middle Income,Same,Same,More,More,More,More,More,More,More,More,More
3781,20/10/2021,2021,10,N41,Male,Married,Millennials,Student ,High Income,Same,More,More,Same,Same,Less,Less,Same,Same,Same,Same
3782,20/10/2021,2021,10,N2,Female,Married,Millennials,Business owner ,Middle Income,Same,More,More,Same,More,Same,Same,Same,Same,Same,Same
3783,20/10/2021,2021,10,N41,Female,Married,Gen X,Student ,Low Income,More,More,More,More,More,More,More,More,More,More,More
3784,20/10/2021,2021,10,N41,Female,Single,Gen Z,Student ,High Income,More,More,More,More,More,More,More,More,More,More,More
3785,20/10/2021,2021,10,N2,Female,Married,Millennials,Business owner ,Middle Income,Same,More,Same,More,Less,Same,Same,Same,Same,Same,Same
3786,20/10/2021,2021,10,N41,Female,Single,Gen Z,Student ,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3787,20/10/2021,2021,10,N2,Female,Married,Millennials,Salaried employee,Middle Income,Same,More,Same,Same,More,Same,Same,More,Same,Same,Same
3788,20/10/2021,2021,10,N16,Female,Married,Millennials,Salaried employee,Low Income,More,Same,Same,Less,Not sure,Same,Same,Same,Same,Same,More
3789,20/10/2021,2021,10,N41,Male,Dating,Millennials,Salaried employee,Middle Income,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
3790,20/10/2021,2021,10,N2,Male,Dating,Gen X,Business owner ,Middle Income,Same,More,Same,More,Same,Same,Same,More,Same,Same,Same
3791,20/10/2021,2021,10,N2,Male,Married,Gen X,Salaried employee,Middle Income,Same,More,Same,More,Same,Same,More,More,Same,More,Same
3792,20/10/2021,2021,10,N47,Female,Married,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Same
3793,20/10/2021,2021,10,N2,Male,Dating,Millennials,Salaried employee,Middle Income,Same,More,More,Same,Same,More,More,Same,Same,More,Same
3794,20/10/2021,2021,10,N4,Male,Dating,Millennials,Salaried employee,Middle Income,Less,Same,Same,Same,Not sure,Not sure,More,Same,Less,Same,More
3795,20/10/2021,2021,10,N4,Male,Divorced/Separated/Widowed,Gen X,Salaried employee,High Income,Less,Not sure,Same,Same,Same,More,Same,Less,Same,Same,More
3796,20/10/2021,2021,10,N2,Female,Married,Millennials,Salaried employee,Middle Income,More,Same,Same,More,More,Same,Same,More,Same,More,Same
3797,20/10/2021,2021,10,N2,Female,Married,Gen X,Self employed/Contractor,Middle Income,Same,More,Same,More,Same,Same,Same,More,Same,Same,More
3798,20/10/2021,2021,10,N2,Male,Married,Gen X,Business owner ,Middle Income,Same,More,Same,Same,Same,More,More,More,Same,Same,More
3799,20/10/2021,2021,10,N47,Female,Married,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Not sure,Same,Same,Not sure,Same,Same,Same
3800,20/10/2021,2021,10,N12,Male,Married,Millennials,Business owner ,Middle Income,Same,Same,More,More,Not sure,Same,Less,Less,Less,Less,Less
3801,20/10/2021,2021,10,N31,Male,Married,Gen X,Salaried employee,Middle Income,More,More,Same,Same,Not sure,Same,Same,Less,Same,Less,More
3802,20/10/2021,2021,10,N12,Female,Cohabiting,Millennials,Student ,Middle Income,More,Less,Same,Not sure,Same,More,More,Less,More,Same,Same
3803,20/10/2021,2021,10,N12,Male,Married,Baby Boomers,Unemployed,High Income,More,More,Same,Not sure,Not sure,Same,Less,Less,Same,Less,Same
3804,20/10/2021,2021,10,AC28,Female,Divorced/Separated/Widowed,Gen X,Student ,Middle Income,Less,Same,More,Same,Less,More,Same,Less,Same,More,More
3805,20/10/2021,2021,10,N4,Male,Married,Baby Boomers,Salaried employee,Middle Income,Same,More,Same,Same,Not sure,Not sure,Not sure,More,Less,Same,More
3806,20/10/2021,2021,10,N28,Male,Married,Millennials,Business owner ,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3807,20/10/2021,2021,10,N28,Female,Cohabiting,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3808,20/10/2021,2021,10,N28,Male,Dating,Gen X,Business owner ,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3809,20/10/2021,2021,10,N28,Female,Married,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3810,20/10/2021,2021,10,N28,Male,Married,Baby Boomers,Unemployed,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3811,20/10/2021,2021,10,N28,Female,Married,Gen X,Self employed/Contractor,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3812,20/10/2021,2021,10,N28,Male,Married,Millennials,Business owner ,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3813,20/10/2021,2021,10,N28,Female,Single,Millennials,Unemployed,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3814,20/10/2021,2021,10,N4,Female,Married,Baby Boomers,Salaried employee,Middle Income,Same,Same,More,Same,More,Same,Same,More,Same,Same,Same
3815,20/10/2021,2021,10,N4,Female,Married,Gen X,Salaried employee,High Income,Less,Same,Same,Same,More,Same,More,Same,Not sure,More,Same
3816,20/10/2021,2021,10,N31,Male,Married,Gen X,Salaried employee,Middle Income,Same,More,Not sure,More,Not sure,Less,Less,Not sure,Less,Less,More
3817,20/10/2021,2021,10,N28,Female,Married,Millennials,Business owner ,Middle Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3818,20/10/2021,2021,10,N28,Male,Married,Gen X,Business owner ,Middle Income,Same,Same,More,Same,Same,Same,Same,Same,Same,Same,Same
3819,20/10/2021,2021,10,N50,Female,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Not sure,Same,Same,Same,Same,Same,Same
3820,20/10/2021,2021,10,N24,Female,Single,Gen Z,Salaried employee,Low Income,Same,More,Same,More,More,Same,Same,More,Less,Less,More
3821,20/10/2021,2021,10,N31,Male,Married,Gen X,Salaried employee,Low Income,More,Same,More,Same,Not sure,Same,Not sure,Same,Same,Same,Same
3822,20/10/2021,2021,10,N24,Male,Dating,Millennials,Self employed/Contractor,Middle Income,More,More,Same,Same,More,Same,Same,Same,Less,Less,More
3823,20/10/2021,2021,10,N24,Female,Cohabiting,Millennials,Business owner ,Middle Income,Same,Same,Same,Same,Not sure,Same,Same,More,Same,Less,Less
3824,20/10/2021,2021,10,N24,Male,Single,Millennials,Salaried employee,Middle Income,More,More,Same,More,More,Less,Less,More,Less,Same,More
3825,20/10/2021,2021,10,N12,Male,Married,Millennials,Salaried employee,Middle Income,Same,Less,Same,More,Not sure,Less,Less,Less,Less,Same,Same
3826,20/10/2021,2021,10,N12,Female,Single,Millennials,Salaried employee,High Income,More,More,More,Less,Not sure,More,More,Same,More,More,More
3827,20/10/2021,2021,10,N12,Female,Dating,Gen Z,Student ,Low Income,Same,Same,Same,Less,Less,More,More,More,More,More,More
3828,20/10/2021,2021,10,N17,Female,Dating,Millennials,Salaried employee,Middle Income,Same,Same,Same,Not sure,Less,Same,Same,More,Same,Same,Same
3829,20/10/2021,2021,10,N12,Male,Married,Gen X,Self employed/Contractor,High Income,Same,Same,Same,Same,Not sure,Same,Less,Less,Not sure,Less,Same
3830,20/10/2021,2021,10,N12,Female,Married,Millennials,Business owner ,Middle Income,Same,Same,Same,Not sure,Not sure,More,More,Less,Same,Same,Same
3831,20/10/2021,2021,10,N12,Male,Married,Baby Boomers,Unemployed,High Income,Less,Less,Same,Less,Not sure,Not sure,Not sure,Not sure,Less,Less,Less
3832,20/10/2021,2021,10,N12,Female,Married,Gen X,Salaried employee,Middle Income,Less,Less,More,Same,Less,More,More,More,Less,Same,Same
3833,20/10/2021,2021,10,N12,Female,Married,Millennials,Salaried employee,Low Income,Same,More,More,Same,Same,More,Same,Not sure,Same,Same,Same
3834,20/10/2021,2021,10,N12,Male,Married,Gen X,Self employed/Contractor,High Income,Same,Same,Less,Same,Same,Less,Less,More,Less,More,More
3835,20/10/2021,2021,10,N8,Male,Married,Gen X,Salaried employee,Middle Income,Same,Same,More,Same,More,Same,Same,Same,More,Same,Same
3836,20/10/2021,2021,10,N8,Male,Dating,Millennials,Salaried employee,Middle Income,Same,Same,More,Same,Same,More,Same,Same,More,Same,Same
3837,20/10/2021,2021,10,N8,Female,Divorced/Separated/Widowed,Baby Boomers,Salaried employee,Middle Income,Same,More,More,More,More,More,More,More,More,More,More
3838,20/10/2021,2021,10,N8,Male,Divorced/Separated/Widowed,Millennials,Salaried employee,Middle Income,Same,Same,More,Same,Same,Same,Same,Same,More,More,More
3839,20/10/2021,2021,10,N8,Female,Married,Millennials,Business owner ,Middle Income,More,More,More,More,More,More,More,More,More,More,More
3840,20/10/2021,2021,10,N21,Male,Married,Gen X,Business owner ,High Income,More,Same,Same,More,More,Same,Same,Same,Same,Less,Same
3841,20/10/2021,2021,10,N21,Female,Married,Millennials,Self employed/Contractor,Middle Income,More,More,Same,Less,Same,Same,Same,More,Same,More,Less
3842,20/10/2021,2021,10,N21,Female,Married,Millennials,Business owner ,Middle Income,Same,Same,Same,Same,Same,Same,More,Same,Less,Same,Same
3843,20/10/2021,2021,10,N41,Female,Married,Gen X,Salaried employee,Middle Income,More,Same,Same,More,Same,Same,Less,Less,More,Same,Same
3844,20/10/2021,2021,10,N21,Female,Dating,Millennials,Unemployed,Middle Income,Same,More,More,Same,Not sure,Same,Less,Same,More,More,Same
3845,20/10/2021,2021,10,N21,Female,Dating,Millennials,Student ,Middle Income,Less,Same,Same,Same,Less,Same,Same,Same,More,Same,Same
3846,20/10/2021,2021,10,N21,Male,Divorced/Separated/Widowed,Millennials,Salaried employee,Middle Income,Same,Same,Same,More,Less,More,Same,Same,More,Same,Same
3847,20/10/2021,2021,10,N21,Female,Divorced/Separated/Widowed,Millennials,Salaried employee,Middle Income,Same,More,More,More,More,More,Same,Same,Same,More,More
3848,20/10/2021,2021,10,N21,Female,Dating,Millennials,Salaried employee,Middle Income,Same,Same,More,Same,Same,Less,Same,More,Same,More,Same
3849,20/10/2021,2021,10,N21,Male,Cohabiting,Gen X,Business owner ,Middle Income,Same,Same,Less,Same,Same,Less,Same,Same,More,Same,Same
3850,20/10/2021,2021,10,N21,Female,Dating,Millennials,Salaried employee,Middle Income,Less,Same,Same,Same,Same,More,Same,Less,More,More,More
3851,20/10/2021,2021,10,N21,Male,Dating,Millennials,Salaried employee,High Income,Same,More,Less,More,Same,More,Same,Same,Less,Same,More
3852,20/10/2021,2021,10,N21,Female,Married,Millennials,Unemployed,Middle Income,More,Same,Less,Same,More,Same,Same,Same,More,Same,Same
3853,20/10/2021,2021,10,N21,Male,Cohabiting,Gen X,Business owner ,High Income,Same,Same,More,Same,More,Same,More,Same,Less,Less,Same
3854,20/10/2021,2021,10,N21,Male,Married,Millennials,Business owner ,Middle Income,Same,Less,More,Same,More,Less,More,Same,More,Same,More
3855,20/10/2021,2021,10,N9,Male,Single,Millennials,Salaried employee,Middle Income,Same,Same,Same,More,Same,More,More,Same,More,Same,Same
3856,20/10/2021,2021,10,N9,Female,Married,Gen Z,Salaried employee,Middle Income,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
3857,20/10/2021,2021,10,N9,Female,Married,Millennials,Salaried employee,Middle Income,More,Less,Less,Not sure,Not sure,Same,Less,Less,Less,Less,Same
3858,20/10/2021,2021,10,N4,Female,Married,Millennials,Salaried employee,High Income,Same,More,Same,Less,Less,Same,Not sure,More,Less,More,Same
3859,20/10/2021,2021,10,N4,Female,Married,Gen X,Salaried employee,High Income,Same,Same,Same,Not sure,More,Same,Less,More,Same,More,Same
3860,20/10/2021,2021,10,N4,Female,Married,Gen X,Salaried employee,High Income,Same,More,Same,Same,Less,Less,Not sure,Same,Same,Less,Same
3861,20/10/2021,2021,10,N9,Male,Married,Gen X,Salaried employee,Middle Income,Less,Same,Same,Same,Same,More,More,Same,Less,Same,Same
3862,20/10/2021,2021,10,N9,Female,Married,Millennials,Salaried employee,Middle Income,Same,More,More,Same,More,Same,Same,More,Same,Same,More
3863,20/10/2021,2021,10,N9,Female,Dating,Millennials,Salaried employee,Middle Income,More,Same,Not sure,Same,Not sure,Same,More,More,Less,Same,Same
3864,20/10/2021,2021,10,N9,Male,Dating,Millennials,Salaried employee,Middle Income,Less,More,More,Less,Same,Same,Same,More,Less,Less,Same
3865,20/10/2021,2021,10,N9,Male,Dating,Millennials,Salaried employee,Middle Income,More,More,Same,Same,Same,Same,More,More,Less,Same,More
3866,20/10/2021,2021,10,N50,Male,Dating,Millennials,Salaried employee,Middle Income,Same,Same,Same,Same,Not sure,Same,Same,Same,Same,Less,Less
3867,20/10/2021,2021,10,N50,Female,Single,Gen Z,Salaried employee,Middle Income,Same,Same,Less,Same,Not sure,Same,Less,Less,Less,Less,Less
3868,20/10/2021,2021,10,N9,Female,Married,Gen X,Salaried employee,Middle Income,Same,Same,Less,Same,Less,Same,More,Same,Same,More,More
3869,20/10/2021,2021,10,N50,Female,Single,Millennials,Self employed/Contractor,Middle Income,More,More,More,More,Less,Less,Less,Less,Less,Less,More
3870,20/10/2021,2021,10,N9,Female,Married,Millennials,Salaried employee,Middle Income,Less,Same,More,Same,Same,More,More,Same,Same,More,More
3871,20/10/2021,2021,10,N9,Male,Married,Gen X,Business owner ,Middle Income,Same,More,More,Same,Same,Same,Same,More,More,More,Same
3872,20/10/2021,2021,10,N50,Male,Cohabiting,Millennials,Salaried employee,Middle Income,Same,Same,Same,Less,Not sure,Same,Same,Less,Same,Same,Same
3873,20/10/2021,2021,10,N9,Male,Married,Millennials,Unemployed,Middle Income,Same,More,Less,Same,Less,More,Same,Same,More,Same,Same
3874,20/10/2021,2021,10,N50,Male,Dating,Millennials,Salaried employee,Low Income,Same,Same,Same,Less,Not sure,Same,Same,Same,Less,Same,Less
3875,20/10/2021,2021,10,N50,Female,Married,Gen X,Salaried employee,Middle Income,Same,Same,Same,Same,Less,Same,Same,Same,Same,Same,Same
3876,20/10/2021,2021,10,N50,Female,Dating,Gen X,Salaried employee,Middle Income,Same,Same,Not sure,Not sure,Not sure,Same,Same,Less,Less,Same,Same
3877,20/10/2021,2021,10,N9,Male,Dating,Millennials,Salaried employee,Middle Income,Same,Less,More,More,Less,More,Same,Same,More,Same,More
3878,20/10/2021,2021,10,N9,Male,Married,Millennials,Salaried employee,Middle Income,Same,More,More,Same,More,Same,More,Same,More,Same,Same
3879,20/10/2021,2021,10,N9,Male,Dating,Millennials,Unemployed,Middle Income,Same,Same,Same,Not sure,Same,More,More,Same,Same,More,Same
3880,20/10/2021,2021,10,N41,Male,Single,Gen X,Salaried employee,High Income,More,Same,Same,Same,Same,Less,Less,Less,Same,Less,Less
3881,20/10/2021,2021,10,N41,Male,Single,Millennials,Self employed/Contractor,Middle Income,More,Same,More,Same,Less,Same,Same,Less,Same,More,More
3882,20/10/2021,2021,10,N50,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,Same,Less,Not sure,Same,Same,Less,Less,Less,Less
3883,20/10/2021,2021,10,N50,Female,Single,Millennials,Self employed/Contractor,Low Income,More,More,More,Same,Less,Less,Less,Less,Less,Same,More
3884,20/10/2021,2021,10,N17,Male,Married,Millennials,Salaried employee,Low Income,More,More,More,Same,Less,Same,Same,Less,Same,Same,More
3885,20/10/2021,2021,10,N50,Male,Married,Gen X,Salaried employee,Middle Income,Same,Same,Same,Less,Less,Same,Same,Less,Less,Less,Less
3886,20/10/2021,2021,10,N41,Male,Married,Baby Boomers,Self employed/Contractor,Low Income,More,More,Same,More,Less,Not sure,Not sure,Same,Not sure,Same,More
3887,20/10/2021,2021,10,N41,Female,Married,Gen X,Salaried employee,High Income,Same,More,More,More,More,Same,Less,Less,Less,Same,Same
3888,20/10/2021,2021,10,N50,Female,Single,Gen Z,Student ,Low Income,Same,Same,Same,Less,Not sure,Same,Same,Not sure,Same,Less,Same
3889,20/10/2021,2021,10,N50,Male,Dating,Millennials,Salaried employee,Middle Income,Same,Same,Same,Not sure,Less,Less,Less,Not sure,Not sure,Less,Less
3890,20/10/2021,2021,10,N17,Female,Married,Baby Boomers,Salaried employee,High Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3891,20/10/2021,2021,10,N50,Female,Cohabiting,Millennials,Salaried employee,Low Income,More,More,Same,Less,Not sure,Same,Same,Same,Less,Same,Same
3892,20/10/2021,2021,10,N50,Male,Married,Millennials,Unemployed,Low Income,Same,Same,Same,Less,Not sure,Same,Same,Same,Less,Less,Less
3893,20/10/2021,2021,10,N35,Female,Dating,Gen X,Salaried employee,High Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3894,20/10/2021,2021,10,N35,Male,Married,Gen X,Business owner ,Low Income,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
3895,20/10/2021,2021,10,N35,Male,Single,Gen X,Salaried employee,Low Income,Same,Same,Same,Same,Not sure,Less,Less,Less,Less,Less,More
3896,20/10/2021,2021,10,N4,Male,Married,Gen X,Salaried employee,Middle Income,More,More,Less,Same,Less,Same,Less,Same,Same,Same,More
3897,20/10/2021,2021,10,N17,Male,Married,Millennials,Salaried employee,Middle Income,Same,Same,More,Same,Not sure,Same,Same,Same,Same,Same,More
3898,20/10/2021,2021,10,N4,Female,Dating,Millennials,Salaried employee,Middle Income,More,More,Less,Same,Same,Same,Same,Less,Same,Same,More
3899,20/10/2021,2021,10,N31,Female,Married,Millennials,Business owner ,Middle Income,Same,Same,Same,Same,Not sure,Less,Less,Less,Less,Less,Same
3900,20/10/2021,2021,10,N4,Male,Married,Millennials,Salaried employee,Middle Income,Same,Less,Same,Same,More,More,Same,Same,Less,Same,More
