,Period,Location,Marital-status," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,"Fresh-groceries (Fruits, vegetables)",Medicines-Natural-remedies,Alcohol-beverages,Skin-care (eg. Body lotion),Hair-care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime-Data-bundles
3603,9,62,6,1,0,2,3,2,0,0,1,1,3,1
845,12,30,4,3,3,3,1,3,3,3,3,3,3,3
542,12,68,0,3,3,3,3,1,3,3,1,3,3,1
3724,9,61,6,3,3,3,0,2,0,0,2,0,0,3
4187,5,55,4,3,3,3,3,3,3,3,3,3,3,3
3679,9,63,4,3,3,3,3,3,3,3,3,3,3,3
5721,10,63,4,3,1,1,1,1,3,1,3,3,1,3
5861,10,56,4,1,1,1,3,3,3,3,3,3,3,3
4908,3,59,2,3,3,3,0,2,3,0,0,3,0,3
2964,0,29,4,3,1,3,0,2,0,0,3,3,0,1
2529,4,48,4,3,3,3,2,3,2,2,3,2,0,3
1048,6,51,1,1,1,1,3,1,1,1,3,1,1,1
1960,1,64,6,3,3,3,0,0,3,0,0,0,0,3
2530,4,54,1,1,1,3,1,3,1,1,1,1,1,3
5265,13,66,3,3,3,3,2,2,3,3,3,0,3,3
237,2,21,4,0,0,3,2,1,1,1,1,1,2,1
1133,6,23,4,3,3,3,0,2,3,0,0,0,0,3
5926,10,24,4,3,1,1,1,3,1,3,1,3,1,3
4259,5,59,6,3,3,3,3,3,3,1,1,3,3,1
5284,13,30,1,3,0,3,0,3,3,3,3,3,3,3
6167,8,24,1,3,3,3,0,2,0,0,0,0,0,3
5521,13,51,6,1,1,3,1,1,1,1,1,1,1,1
2978,0,65,4,1,1,3,1,3,3,3,3,3,3,1
5673,10,65,4,1,1,1,1,0,3,3,0,3,3,1
6955,7,37,6,0,0,3,1,1,2,2,2,2,2,2
5346,13,56,1,3,1,1,2,2,2,2,2,2,1,1
3919,9,30,4,3,3,3,2,2,3,3,2,3,3,3
3138,0,64,6,3,3,3,0,2,0,0,3,0,0,3
6388,8,38,6,3,3,3,3,3,3,3,3,3,3,3
4073,5,30,4,1,1,3,3,1,3,3,3,2,3,3
6152,8,63,4,3,1,1,0,1,1,1,3,3,3,1
3229,0,64,6,3,0,0,2,2,0,0,0,0,0,0
1826,1,31,6,3,3,0,0,0,3,3,0,0,0,0
593,12,67,6,3,3,3,2,0,3,2,1,0,3,3
2725,4,33,4,3,1,1,2,1,3,1,0,1,3,3
4137,5,22,1,3,3,3,3,3,3,3,3,3,3,3
560,12,29,4,1,1,1,2,0,3,3,2,3,3,1
5614,10,41,3,1,0,1,0,0,1,3,1,0,1,3
5030,3,67,0,3,3,1,1,3,3,1,1,1,3,3
243,2,33,1,3,0,3,0,3,3,3,1,3,3,3
4437,5,49,4,3,3,3,3,3,3,3,3,3,3,3
4955,3,62,2,3,1,3,3,2,3,2,3,0,1,3
405,2,50,1,1,1,3,3,3,3,3,1,1,1,1
1442,6,36,4,3,3,0,1,3,3,0,0,1,3,3
261,2,41,4,3,2,3,3,1,2,2,2,2,2,2
5527,13,51,6,0,0,0,2,2,2,2,2,2,2,2
6529,8,45,1,1,3,3,0,2,0,0,0,0,0,3
1689,1,29,4,3,3,1,0,0,3,0,3,3,1,1
1725,1,33,4,3,3,1,1,3,3,1,0,3,3,3
2496,4,24,6,1,2,1,1,2,3,1,3,1,3,3
4956,3,62,7,1,3,0,0,3,3,0,0,2,1,2
340,2,22,0,0,0,0,0,0,0,0,0,0,0,0
4988,3,63,5,3,3,3,3,3,3,3,3,3,3,3
1601,1,50,6,1,1,1,1,3,3,3,3,3,0,3
4576,3,24,3,3,3,1,3,1,3,3,3,1,3,3
3725,9,61,4,3,3,1,0,0,0,0,0,0,0,3
7091,7,23,4,3,3,3,0,3,3,3,2,0,3,1
2785,4,21,1,1,3,1,0,1,3,0,2,1,3,3
1523,1,24,1,3,1,0,1,0,1,3,1,0,1,3
5329,13,27,6,3,3,0,0,0,2,2,0,2,0,0
6354,8,46,6,1,1,3,2,2,3,3,3,3,3,3
6631,7,67,1,3,1,1,3,3,3,3,0,3,0,2
1766,1,35,4,3,3,3,0,0,3,0,0,0,3,1
7064,7,26,6,0,0,0,0,0,0,0,0,0,0,0
4037,5,48,1,1,3,3,3,0,0,0,0,2,3,0
5663,10,58,0,3,3,3,3,0,2,0,0,0,3,3
5805,10,49,0,1,1,1,3,1,0,0,3,0,3,1
6693,7,54,4,1,1,3,1,2,3,3,3,3,3,3
363,2,64,4,3,3,3,0,2,0,0,0,3,0,0
7083,7,24,4,3,3,3,0,0,3,0,0,0,0,3
6440,8,30,4,3,3,3,3,3,3,3,1,1,3,0
4725,3,39,5,3,3,3,2,2,3,3,2,3,3,1
4443,5,64,4,3,3,3,3,2,3,3,3,3,3,3
5711,10,63,4,3,1,1,1,1,3,1,3,3,1,3
6610,7,49,4,3,3,3,0,3,3,3,3,0,3,3
2562,4,29,0,1,1,3,3,2,1,1,2,1,1,3
4999,3,65,5,1,1,1,3,3,3,3,0,3,3,1
6562,8,47,1,1,1,0,1,0,0,2,0,0,0,0
6645,7,65,4,1,1,1,3,0,3,3,0,3,3,3
3083,0,22,0,3,3,3,3,3,3,3,3,3,3,3
6594,8,52,4,3,3,3,3,3,3,3,3,3,3,3
2102,11,36,4,0,3,3,0,3,3,0,3,0,3,3
632,12,61,3,3,3,3,3,2,3,3,0,3,0,3
2493,4,50,3,1,1,1,1,2,1,1,2,0,1,1
2665,4,22,4,3,1,2,1,1,2,2,1,1,1,3
5185,13,58,4,3,3,3,3,2,2,2,2,0,3,3
4406,5,32,1,1,1,1,3,3,3,3,3,2,3,1
6011,10,37,4,0,0,0,0,0,0,0,0,0,0,0
5075,13,23,6,3,3,2,2,2,3,3,2,0,3,3
2334,11,31,3,3,3,3,3,3,0,0,0,0,0,0
5489,13,0,3,3,3,3,3,3,3,3,3,3,3,3
3619,9,62,1,2,3,0,0,2,3,0,1,1,1,1
3883,9,64,6,1,1,1,3,0,0,0,0,0,3,1
5540,13,51,6,3,3,3,3,3,3,3,3,3,3,3
4211,5,22,1,0,0,0,0,0,0,0,0,0,0,0
1494,1,63,4,3,3,3,3,3,3,3,3,3,3,3
2401,11,54,4,3,0,1,3,3,1,3,3,3,1,3
3874,9,64,1,3,3,3,0,2,3,3,3,0,3,0
1232,6,67,3,3,3,1,3,2,3,3,3,1,1,3
2661,4,30,4,3,3,1,2,3,3,3,3,3,0,3
2817,4,25,3,3,3,3,3,2,3,2,3,3,3,3
6539,8,50,4,1,1,1,2,2,3,3,0,3,1,1
5689,10,67,6,3,3,0,3,3,0,3,1,3,1,3
4153,5,38,6,3,3,3,3,3,3,3,0,3,0,1
5330,13,34,4,3,3,1,2,2,1,2,3,2,3,3
3061,0,25,4,0,0,1,0,2,3,3,3,3,3,3
6123,8,41,1,1,1,3,0,3,0,3,3,1,3,3
7084,7,24,0,3,3,3,3,2,3,3,0,3,0,3
1735,1,33,4,3,3,3,0,0,3,0,3,3,3,3
2823,4,49,6,1,1,1,1,3,3,3,3,3,3,3
5461,13,57,1,3,2,1,1,1,3,1,3,0,1,2
6745,7,58,4,3,0,3,3,2,0,0,0,0,3,0
2475,11,50,4,3,3,3,3,0,0,0,2,2,2,3
2564,4,42,1,3,3,3,3,3,3,3,3,3,3,3
6033,10,32,1,3,3,3,1,1,3,3,3,3,3,1
6820,7,50,1,1,1,1,2,2,0,0,0,3,0,3
707,12,63,4,3,3,3,3,3,3,3,3,3,3,3
3046,0,59,1,3,1,1,0,0,3,0,3,3,0,3
6114,8,23,4,1,3,3,2,2,3,3,2,3,0,3
6346,8,12,1,3,3,3,3,1,3,3,3,3,1,3
72,2,68,4,3,3,3,3,3,3,3,3,3,3,3
4448,5,27,0,3,3,3,3,0,3,3,3,3,3,3
6696,7,62,4,3,1,3,0,1,3,0,0,3,1,3
1190,6,45,4,0,3,1,2,0,0,0,0,0,3,3
2601,4,69,0,3,3,1,0,2,3,3,0,0,0,3
1125,6,64,4,0,0,0,0,2,0,0,0,0,0,0
1241,6,21,4,3,3,2,3,3,0,0,3,1,3,3
6414,8,27,6,3,3,3,3,3,2,3,3,0,0,0
5911,10,58,4,3,3,3,3,0,0,0,0,0,3,3
5368,13,40,4,1,1,1,1,0,3,3,3,3,3,3
3351,0,25,4,3,0,3,0,1,0,3,1,3,3,1
4008,5,69,4,3,3,3,3,2,3,0,2,0,0,3
1577,1,21,6,0,3,3,3,1,1,3,3,1,3,3
3906,9,49,6,3,3,1,3,0,0,0,0,0,3,1
3729,9,36,4,0,0,0,0,0,0,0,0,0,0,0
4358,5,33,4,3,0,1,0,1,3,3,3,0,3,3
1343,6,31,4,0,0,0,0,0,0,0,0,0,0,0
7143,7,6,1,1,3,3,3,3,3,3,3,1,3,3
440,2,31,6,3,0,0,0,2,3,3,3,3,3,1
1100,6,34,1,1,1,1,3,3,3,0,0,0,0,0
2637,4,65,4,1,1,3,3,2,3,3,0,0,0,0
6067,10,66,3,0,3,3,3,3,0,3,0,3,3,0
649,12,63,4,3,3,3,3,3,3,3,3,3,3,3
1546,1,65,6,3,3,3,3,2,0,0,0,0,0,0
5446,13,24,4,1,3,3,1,1,3,1,3,3,1,3
5466,13,25,6,0,0,0,3,0,0,3,0,0,0,0
2852,4,22,6,3,3,3,3,3,3,3,3,3,3,3
3503,9,65,1,0,0,0,0,0,0,0,0,0,0,0
5154,13,42,6,1,1,1,1,1,3,3,3,3,3,3
630,12,25,6,3,0,3,0,2,0,3,0,3,0,0
4768,3,42,2,3,3,3,3,3,3,3,3,3,3,3
1249,6,57,3,3,1,3,1,2,1,3,1,1,1,3
6228,8,67,3,3,1,1,3,3,1,3,3,3,3,1
482,12,68,1,3,3,3,1,1,3,3,1,3,1,1
1584,1,29,1,3,3,0,0,2,3,3,3,0,0,1
4676,3,34,5,3,3,1,3,2,0,3,3,3,3,1
1462,6,61,6,3,3,3,2,2,3,3,0,0,0,0
3040,0,59,4,1,3,0,1,1,3,1,3,3,0,1
5509,13,64,4,1,1,1,2,2,3,3,0,0,1,1
3273,0,54,4,0,3,1,3,3,3,1,1,1,3,1
3683,9,63,4,3,3,3,3,3,3,3,3,3,3,3
4145,5,69,4,3,3,3,0,0,3,0,2,0,0,0
5041,3,68,5,3,0,3,3,3,1,3,3,1,3,3
3225,0,50,0,1,1,1,1,2,2,2,2,2,0,1
1072,6,22,1,3,3,3,3,3,3,3,3,3,3,1
4815,3,48,7,3,1,1,3,2,0,0,0,0,0,0
2631,4,23,6,3,3,3,2,2,3,0,2,0,3,3
1660,1,69,0,3,3,3,0,0,2,2,0,2,0,1
2425,11,48,6,3,3,3,2,2,3,3,3,0,3,3
6039,10,54,4,0,3,3,3,3,3,3,0,3,3,0
5441,13,24,4,3,3,3,3,0,3,3,1,3,3,1
3097,0,24,4,1,3,1,1,3,2,3,3,3,1,3
3976,9,28,6,1,1,3,1,2,3,3,0,0,0,1
6408,8,37,4,0,0,3,1,2,2,2,2,1,1,1
6795,7,52,4,3,3,3,3,2,3,3,2,3,3,3
5086,13,22,4,3,3,3,3,3,3,3,3,3,3,3
5680,10,52,3,3,3,3,3,3,3,3,3,3,3,3
1408,6,67,6,0,0,0,0,0,0,0,0,0,0,3
1845,1,64,4,3,3,1,1,3,1,1,3,1,3,3
1798,1,61,4,3,3,0,2,0,0,0,0,0,0,0
3957,9,20,6,3,1,0,1,0,3,3,0,1,3,1
1475,6,23,6,3,3,3,0,0,3,2,2,3,0,3
35,2,61,4,3,3,3,3,3,3,3,3,3,3,3
444,2,22,0,3,3,3,3,3,3,3,3,3,3,3
2359,11,35,1,3,3,1,3,1,3,3,3,3,1,1
3654,9,50,3,3,3,3,2,3,3,3,0,0,0,3
3179,0,35,0,0,3,1,1,3,3,0,1,3,3,3
1286,6,39,4,3,1,3,2,2,0,0,2,0,0,3
5303,13,46,1,3,3,1,1,2,3,3,0,3,0,0
4445,5,64,1,1,3,3,1,2,0,3,0,3,3,0
3416,0,48,4,1,3,3,3,3,3,3,3,0,0,0
2137,11,48,6,3,3,3,3,3,3,3,3,3,3,3
2636,4,65,1,1,1,3,3,2,0,0,0,0,0,0
4016,5,69,4,3,3,1,0,0,0,0,3,0,0,3
6916,7,41,1,1,3,2,3,2,3,1,3,3,1,1
1681,1,39,4,3,3,3,2,2,3,0,0,3,3,1
5230,13,35,4,3,1,1,1,3,3,1,3,3,1,1
1692,1,67,4,1,1,3,3,1,3,3,1,3,1,3
5841,10,16,1,3,3,3,1,3,0,0,1,3,3,1
5707,10,60,4,0,0,0,0,0,0,0,0,0,0,0
3635,9,50,4,1,1,1,3,2,3,3,2,0,0,1
372,2,67,1,3,3,1,1,0,3,0,1,0,1,1
5503,13,52,4,3,3,3,3,3,3,3,3,3,3,3
4882,3,56,5,0,3,1,1,3,3,3,1,1,1,1
6781,7,55,4,1,1,3,3,3,0,3,0,0,3,0
140,2,35,3,3,0,3,0,0,3,0,0,0,0,0
4884,3,56,5,0,3,3,3,3,3,1,1,1,1,1
4419,5,29,4,1,1,3,1,2,0,0,0,0,0,1
6666,7,63,4,3,1,1,1,1,3,1,3,3,1,3
5889,10,27,1,3,3,3,3,3,2,2,2,2,2,3
714,12,35,4,3,0,3,0,3,0,3,3,3,1,3
3188,0,35,4,0,3,3,2,3,3,0,1,3,1,3
6322,8,43,4,0,3,3,1,3,3,1,3,3,1,0
4431,5,49,4,1,1,0,3,1,0,0,3,0,0,0
5009,3,65,7,1,1,1,1,3,1,1,3,3,3,0
406,2,67,3,3,3,3,3,2,0,0,2,2,0,3
20,2,33,4,3,1,3,3,0,3,3,0,0,0,3
1004,6,35,4,0,3,3,3,2,3,0,0,3,3,3
2411,11,27,6,3,3,3,3,3,2,2,0,2,0,3
2545,4,35,4,3,1,3,3,3,0,1,3,3,0,3
2390,11,39,4,3,3,3,2,2,3,2,0,3,3,1
6908,7,42,1,1,1,3,3,3,3,3,3,3,0,0
42,2,63,4,3,3,3,3,3,3,3,3,3,3,3
2830,4,31,4,0,0,0,0,0,0,0,0,0,0,0
3371,0,56,1,1,1,1,1,1,1,1,3,3,3,3
3022,0,50,6,1,1,1,1,0,3,0,2,0,0,1
3364,0,54,1,0,3,3,3,3,1,3,1,3,1,1
4399,5,58,0,0,0,3,3,0,0,0,0,3,3,1
11,2,33,4,0,3,3,3,3,0,0,0,3,0,3
4760,3,42,3,3,3,3,3,3,0,0,0,0,0,0
1177,6,67,4,3,3,3,3,1,3,3,3,3,3,3
1947,1,34,1,3,3,3,0,2,3,3,0,0,3,1
2501,4,39,4,3,3,3,0,2,3,3,2,3,3,3
2863,4,67,4,1,1,3,3,3,3,3,0,1,1,1
3865,9,68,1,1,1,3,3,3,3,1,1,0,3,1
1026,6,25,4,3,3,1,3,1,1,1,1,1,3,3
3848,9,35,1,3,3,1,3,3,0,3,1,3,1,3
2989,0,65,6,1,1,1,1,0,0,0,0,0,0,1
961,12,33,4,3,1,3,1,3,1,1,3,1,3,1
2889,4,45,1,3,3,3,0,0,0,0,0,0,0,3
3015,0,64,0,3,0,3,0,2,0,0,0,0,0,0
3338,0,51,6,1,3,1,2,2,0,2,2,2,3,3
5055,13,36,0,0,3,1,3,3,3,1,3,3,3,3
735,12,41,6,3,0,3,2,1,3,2,3,1,2,3
4400,5,45,4,3,3,3,3,2,3,3,3,3,3,3
1440,6,22,1,0,0,0,0,0,0,0,0,0,0,0
2875,4,64,6,3,3,3,3,2,3,3,3,3,3,3
3986,9,24,6,1,1,3,1,2,3,3,3,0,3,1
916,12,49,6,3,3,0,0,0,2,2,0,0,0,0
5978,10,40,3,3,3,1,1,3,3,3,3,1,1,1
5591,10,23,4,3,3,3,2,0,3,0,2,0,3,3
4089,5,62,4,1,0,3,3,0,3,1,1,0,3,1
6612,7,38,1,3,3,3,3,3,3,3,3,3,3,3
5599,10,42,4,3,1,3,1,3,3,3,3,3,3,3
2772,4,31,6,1,1,1,0,0,1,0,2,0,0,3
1624,1,29,6,3,3,0,0,0,3,3,3,3,0,1
5682,10,65,6,1,1,1,1,0,1,1,0,1,1,1
821,12,41,4,2,2,2,2,2,2,2,2,2,2,2
1367,6,26,6,3,0,3,0,0,0,0,0,0,0,0
3712,9,29,1,1,1,3,0,0,0,0,1,3,3,1
6433,8,25,4,0,2,3,2,2,0,0,0,0,3,1
850,12,35,4,3,3,3,3,1,3,3,1,0,1,1
1000,6,21,6,0,3,3,1,3,3,2,2,1,1,1
5602,10,42,3,3,3,3,1,3,3,3,3,3,3,3
4114,5,50,0,1,1,3,3,2,0,0,0,0,0,3
1637,1,30,4,3,3,3,3,3,3,3,3,3,3,3
1667,1,64,4,3,3,3,0,2,3,3,0,3,3,3
4589,3,25,5,3,3,3,3,3,0,0,0,0,3,3
3173,0,64,4,3,3,3,0,2,0,0,0,2,0,0
5451,13,24,4,3,0,0,3,1,0,3,1,0,3,1
1347,6,45,3,3,3,1,0,2,3,3,0,3,0,3
6707,7,62,4,1,3,0,1,3,1,3,1,3,1,1
3230,0,69,4,3,3,3,3,3,3,3,3,3,3,3
5853,10,56,4,1,1,1,1,3,3,3,2,2,3,3
5505,13,52,4,3,3,3,3,3,3,3,3,3,3,3
4783,3,33,5,1,3,1,3,3,3,1,3,3,3,1
3232,0,63,4,3,3,3,3,3,3,3,3,3,3,3
5862,10,56,4,1,1,1,1,1,1,1,1,1,1,1
703,12,56,4,0,3,3,3,3,3,0,3,3,0,0
5712,10,30,4,0,0,0,2,3,0,2,3,2,1,3
3291,0,27,4,3,3,3,0,2,3,3,3,0,0,0
3673,9,69,4,1,1,3,3,3,1,1,1,3,3,3
2408,11,39,6,3,3,3,0,2,3,2,0,3,3,3
1327,6,34,4,3,3,3,1,2,1,0,1,3,3,0
6661,7,63,4,3,1,1,1,0,0,0,3,3,1,3
5874,10,51,1,2,2,2,3,1,2,2,2,2,1,1
4909,3,59,2,3,3,3,0,0,0,3,0,3,0,3
4440,5,38,6,1,1,0,0,0,0,0,0,0,0,0
5985,10,30,4,3,3,3,2,2,3,3,3,3,3,3
986,6,25,4,1,1,3,0,0,0,0,0,0,3,1
6660,7,63,4,3,1,3,1,1,3,1,3,3,1,3
6495,8,46,1,1,1,1,2,2,3,3,2,3,3,3
6160,8,39,4,3,3,3,2,2,3,3,2,0,3,1
6179,8,65,4,1,1,1,3,0,3,3,0,3,3,1
4049,5,23,4,3,3,3,0,2,3,0,2,3,2,3
3485,9,23,4,1,1,3,2,2,0,0,2,0,0,3
2474,11,48,4,3,3,3,0,2,3,3,3,3,3,3
3873,9,68,4,3,1,0,3,0,1,3,3,1,3,3
1198,6,24,4,3,3,0,0,2,0,0,3,0,0,3
4181,5,55,4,3,3,3,3,3,3,3,3,3,3,3
1518,1,34,6,3,3,3,3,2,0,0,0,0,3,0
5940,10,35,6,1,3,3,3,0,3,3,3,3,1,1
1799,1,21,4,3,3,3,3,0,0,1,1,3,1,1
1014,6,54,4,3,3,0,3,3,0,0,0,0,0,0
128,2,63,4,3,3,3,3,3,3,3,3,3,3,3
1364,6,21,4,0,3,1,3,2,1,1,2,2,1,1
5510,13,18,4,3,3,3,3,3,3,3,3,3,3,3
4470,5,43,4,0,3,3,3,3,1,2,1,1,1,3
891,12,31,6,0,2,2,2,2,2,2,2,2,2,2
2793,4,25,4,3,3,3,2,2,3,0,2,0,0,0
6016,10,37,0,3,3,3,3,1,1,1,1,1,1,1
4403,5,54,4,0,0,3,3,3,3,3,0,0,0,0
6817,7,50,4,1,1,1,0,2,3,0,1,3,0,1
6144,8,67,6,3,3,3,1,3,1,3,1,1,1,1
3249,0,63,1,3,3,3,3,3,3,3,3,3,3,3
1208,6,69,3,3,3,0,0,0,0,2,0,2,2,0
3868,9,68,4,3,3,0,3,0,3,1,3,3,1,1
6767,7,56,1,1,1,1,1,1,1,1,1,1,1,1
4065,5,65,4,1,1,1,3,2,3,3,3,3,0,3
6128,8,41,4,1,0,1,3,1,3,3,3,3,3,3
1239,6,22,4,3,3,3,3,3,0,3,1,0,0,3
2289,11,61,6,3,3,3,0,3,3,0,0,0,0,3
2740,4,41,1,1,0,3,2,2,1,0,1,3,1,1
275,2,57,1,2,3,2,2,2,0,2,2,2,3,0
4585,3,25,5,3,1,1,0,2,0,0,0,0,3,1
1035,6,61,4,3,3,3,0,0,0,0,0,0,0,3
1229,6,63,4,3,3,3,3,3,3,3,3,3,3,3
1008,6,56,4,0,3,3,0,3,3,0,3,1,1,1
3828,9,30,1,3,3,3,2,0,3,3,1,3,3,3
2532,4,22,4,3,3,3,3,3,3,3,3,3,3,3
4293,5,26,6,0,0,0,0,0,0,0,0,0,0,0
1058,6,68,4,3,3,3,0,0,3,3,3,3,3,1
6137,8,62,4,3,0,3,0,3,0,0,3,3,3,3
281,2,23,4,3,1,3,2,2,3,0,2,3,0,1
1043,6,24,4,3,3,0,0,0,3,0,3,2,3,1
1316,6,35,4,0,3,3,3,1,3,3,3,3,0,3
968,12,68,1,3,1,3,3,1,3,3,1,3,1,1
2381,11,50,3,1,1,1,1,1,3,0,0,0,0,2
5718,10,52,4,3,3,3,3,3,3,3,3,3,3,3
1939,1,42,4,3,3,3,0,0,3,3,0,0,0,0
5140,13,33,1,1,3,1,1,3,1,3,3,3,1,3
1274,6,68,4,3,3,3,1,3,0,0,3,0,0,1
619,12,54,1,3,3,1,3,1,1,3,0,0,3,3
5201,13,62,4,1,3,1,3,1,3,1,3,3,1,1
1742,1,35,3,3,3,1,3,0,0,3,3,1,3,3
1390,6,46,1,0,0,0,0,2,0,0,0,0,0,0
5835,10,38,0,1,1,3,1,3,3,3,0,1,3,3
1579,1,22,1,3,3,3,3,2,3,3,3,3,3,1
1655,1,34,4,3,1,1,1,3,1,1,2,1,1,3
3568,9,55,4,3,3,3,3,3,3,3,3,3,3,3
2352,11,62,1,3,2,2,1,1,2,2,0,2,0,3
2212,11,69,4,0,0,0,0,2,0,0,2,0,0,3
7119,7,14,1,1,3,1,3,3,1,3,1,3,1,3
3178,0,50,1,3,3,3,3,0,0,0,2,2,2,1
3192,0,62,1,1,0,3,0,3,1,0,0,1,3,3
1307,6,23,4,3,0,3,2,2,0,0,2,0,0,3
575,12,64,4,3,1,1,3,3,3,3,0,3,0,3
2360,11,31,0,3,3,3,3,3,3,3,0,0,0,0
1280,6,61,4,3,3,3,3,3,3,3,3,3,3,3
5829,10,38,6,1,1,1,3,3,1,1,3,3,3,3
4957,3,62,5,2,1,0,1,3,2,1,2,3,1,1
5929,10,59,6,1,3,1,1,1,3,3,3,3,3,1
1993,11,23,4,3,3,3,0,2,3,3,0,3,0,3
2639,4,39,4,3,1,3,2,2,3,2,2,0,2,3
269,2,45,4,3,3,3,3,2,3,3,3,3,3,3
629,12,46,6,3,3,3,0,0,0,0,0,3,0,3
5302,13,46,6,1,1,1,1,2,3,3,0,3,3,3
3081,0,30,6,3,3,3,2,2,3,2,2,3,3,1
3466,0,68,4,1,3,0,3,2,1,1,3,3,1,3
6253,8,56,1,1,1,2,2,2,1,1,1,1,1,1
4396,5,54,1,0,3,1,3,0,3,0,0,0,0,1
4023,5,34,4,3,3,0,2,0,0,2,0,0,3,3
6783,7,55,4,3,3,3,3,3,3,3,3,3,3,3
2046,11,36,4,0,3,0,0,0,0,0,0,3,3,3
4356,5,33,4,1,3,3,0,0,3,0,0,0,3,3
5629,10,34,1,3,3,3,2,1,3,2,1,1,1,3
2113,11,67,4,1,1,3,1,2,3,3,3,3,3,3
27,2,69,4,3,3,3,0,0,3,3,0,3,0,1
2040,11,69,0,3,3,3,0,3,2,2,1,2,3,1
3928,9,46,4,3,3,3,0,2,3,3,0,0,0,0
6471,8,30,1,3,3,3,2,0,3,2,3,3,3,0
3216,0,30,6,3,3,3,3,3,3,1,3,3,3,3
6667,7,63,4,3,3,1,3,1,3,1,3,3,1,3
3814,9,54,4,3,3,1,3,1,3,3,1,3,3,3
129,2,63,4,3,3,3,3,3,3,3,3,3,3,3
6462,8,40,4,0,3,3,3,3,3,3,3,0,0,3
7028,7,30,1,3,1,3,3,0,3,3,0,0,0,1
4599,3,26,5,1,1,3,1,0,3,3,0,3,3,3
13,2,69,4,3,3,1,0,0,3,2,0,3,0,1
6145,8,23,4,3,3,3,2,2,3,0,2,0,3,1
4476,5,27,0,3,3,3,3,3,3,3,3,3,3,3
1525,1,26,6,3,3,3,0,0,0,0,0,0,0,0
2365,11,34,4,1,1,1,1,0,3,3,0,0,0,0
4648,3,32,5,3,3,1,3,1,3,3,3,3,3,3
3052,0,67,4,3,3,1,3,1,1,3,3,1,1,3
4005,5,36,4,0,3,3,0,0,3,3,0,3,0,0
2340,11,62,4,1,0,0,3,3,3,0,1,1,2,2
374,2,67,6,3,3,3,3,2,3,3,0,3,3,3
5219,13,63,4,3,1,1,1,1,3,1,3,3,1,3
6156,8,39,4,3,3,3,0,2,3,3,2,3,3,3
939,12,56,4,0,3,0,3,3,3,0,0,0,0,0
6852,7,47,6,1,1,3,3,2,3,2,2,2,3,3
4573,3,24,5,1,1,1,1,1,1,1,1,1,0,1
2147,11,61,6,3,3,3,1,0,3,3,3,3,3,3
3591,9,27,4,3,3,0,0,0,2,2,0,0,0,0
5665,10,65,4,1,1,3,1,0,1,3,0,3,3,1
6499,8,57,1,0,3,3,3,1,3,3,1,2,3,1
6024,10,32,4,1,1,1,3,3,3,3,3,3,3,3
3623,9,57,4,1,1,1,1,1,1,3,1,3,1,1
529,12,46,4,3,3,3,0,2,0,0,0,0,0,0
3714,9,22,1,3,3,3,3,3,3,3,3,3,3,3
4732,3,40,5,3,3,3,3,2,3,3,0,3,3,3
1269,6,37,6,2,2,2,2,2,0,0,2,2,3,1
4281,5,38,6,1,1,1,1,3,3,3,3,0,0,0
1394,6,65,6,3,3,3,3,2,3,3,3,3,0,3
4850,3,51,7,0,3,3,1,3,0,1,0,3,1,0
4009,5,61,4,3,3,3,2,0,0,0,0,0,0,0
4390,5,56,4,0,3,3,3,3,3,3,3,3,3,3
1797,1,23,4,3,3,3,0,0,3,0,0,3,3,1
2979,0,65,4,1,1,3,1,0,3,3,3,3,3,1
1441,6,65,6,3,3,3,3,2,0,0,0,0,0,3
5355,13,64,4,3,3,3,0,2,3,3,0,3,3,3
6974,7,35,4,1,3,1,3,3,1,3,3,3,3,3
3811,9,42,4,3,3,3,3,3,3,3,3,3,3,3
1273,6,37,4,1,3,1,3,0,3,3,1,3,3,1
4703,3,38,7,1,1,1,0,0,0,3,3,0,0,1
1712,1,42,4,3,3,3,2,3,3,3,3,3,3,0
955,12,31,4,0,0,0,0,0,0,0,0,0,0,0
5300,13,58,4,3,3,3,3,0,0,0,0,3,0,3
6934,7,39,0,3,0,3,2,2,3,0,2,0,3,3
7051,7,27,0,3,3,3,3,3,3,3,3,3,3,3
6574,8,44,1,3,3,3,3,3,3,3,3,3,3,3
403,2,35,4,3,3,3,3,3,3,3,3,3,3,3
2071,11,57,4,0,3,1,1,1,3,1,2,3,1,1
6801,7,52,4,3,3,3,3,3,3,3,3,3,3,3
1977,1,31,1,3,3,3,3,3,3,3,0,0,0,0
158,2,45,4,3,0,3,2,2,0,2,2,0,3,3
3888,9,64,6,3,3,3,0,2,3,3,2,3,0,3
902,12,31,1,0,0,0,0,0,0,0,0,0,0,0
352,2,34,4,1,1,0,0,2,3,3,0,2,1,3
4540,5,42,6,3,3,3,3,3,3,3,3,3,3,3
4130,5,45,6,3,3,1,3,2,3,0,0,3,3,3
754,12,56,4,3,3,1,3,1,1,1,1,3,3,3
2971,0,34,0,3,3,0,0,0,2,0,3,2,2,3
7127,7,6,4,2,1,2,3,1,3,1,3,3,0,1
2920,4,50,1,0,0,0,2,2,2,2,2,2,0,3
311,2,46,4,3,0,3,0,2,2,2,0,0,0,3
